unit_name,unit_idnum,unit_id,action,channel_group,max_dissimilarity,max_depth_delta
586,61,c7d996b7-4b84-44c0-bdc4-9709dff83652,011-120321-3,3,0.05,100
490,61,c7d996b7-4b84-44c0-bdc4-9709dff83652,011-120321-6,3,0.05,100
242,61,c7d996b7-4b84-44c0-bdc4-9709dff83652,011-120321-2,3,0.05,100
529,61,c7d996b7-4b84-44c0-bdc4-9709dff83652,011-120321-5,3,0.05,100
243,62,5d3e05e3-d800-480b-93f9-6aeed4423f4d,011-120321-2,3,0.05,100
297,63,28b56b4f-4071-40ab-9cbf-7cfc718c56b3,011-120321-2,3,0.05,100
752,63,28b56b4f-4071-40ab-9cbf-7cfc718c56b3,011-120321-4,3,0.05,100
428,63,28b56b4f-4071-40ab-9cbf-7cfc718c56b3,011-120321-5,3,0.05,100
458,64,40d32ca1-224b-4516-aa17-f7d041cf1533,011-120321-5,3,0.05,100
339,64,40d32ca1-224b-4516-aa17-f7d041cf1533,011-120321-2,3,0.05,100
343,64,40d32ca1-224b-4516-aa17-f7d041cf1533,011-120321-3,3,0.05,100
722,64,40d32ca1-224b-4516-aa17-f7d041cf1533,011-120321-4,3,0.05,100
284,64,40d32ca1-224b-4516-aa17-f7d041cf1533,011-120321-6,3,0.05,100
268,65,0d0462b0-61d7-4782-87ca-999feef9ee41,011-120321-3,3,0.05,100
340,65,0d0462b0-61d7-4782-87ca-999feef9ee41,011-120321-2,3,0.05,100
330,65,0d0462b0-61d7-4782-87ca-999feef9ee41,011-120321-6,3,0.05,100
437,65,0d0462b0-61d7-4782-87ca-999feef9ee41,011-120321-5,3,0.05,100
258,66,92f4ddf1-96fe-4ac8-b917-2bf0407484c4,011-120321-3,3,0.05,100
346,66,92f4ddf1-96fe-4ac8-b917-2bf0407484c4,011-120321-6,3,0.05,100
351,66,92f4ddf1-96fe-4ac8-b917-2bf0407484c4,011-120321-2,3,0.05,100
915,66,92f4ddf1-96fe-4ac8-b917-2bf0407484c4,011-120321-4,3,0.05,100
454,66,92f4ddf1-96fe-4ac8-b917-2bf0407484c4,011-120321-5,3,0.05,100
354,67,cdfc38ef-1087-432b-9fa6-d5a92f58ac93,011-120321-2,3,0.05,100
191,67,cdfc38ef-1087-432b-9fa6-d5a92f58ac93,011-120321-6,3,0.05,100
355,68,f30715c3-4a73-4164-813a-59283df14699,011-120321-2,3,0.05,100
140,69,fa597ccc-4eda-4087-9cca-5f03306dd508,011-120321-3,3,0.05,100
330,70,32f485af-4dfe-4547-8b18-8fce7c555c51,011-120321-3,3,0.05,100
491,71,ba3d37ed-ea91-45a9-ac6f-dfcc23432d2c,011-120321-3,3,0.05,100
578,72,96be40b3-b870-4540-8bea-ba802407a71e,011-120321-3,3,0.05,100
582,73,92cc4c9c-3bc1-4936-840d-f175c06ce569,011-120321-3,3,0.05,100
633,74,de470958-7ccc-40a9-9df4-3ef85b9cc035,011-120321-3,3,0.05,100
637,75,73cd234f-cafb-4f81-b4fb-15d7824a432e,011-120321-3,3,0.05,100
645,76,ca571ea4-9906-431f-8896-7e00be1ed320,011-120321-3,3,0.05,100
83,77,6f91218f-9dd8-469d-90cf-6d7407a4a6c1,011-120321-3,3,0.05,100
93,78,996e6410-6a5b-49e2-8934-08d49e444841,011-120321-3,3,0.05,100
602,79,305ef110-625d-4736-85a1-7380bdfdaa8e,011-120321-4,3,0.05,100
604,80,c5a1ed61-c257-4605-8f41-8ee3b69fd2d2,011-120321-4,3,0.05,100
720,81,9f33d4d5-88f4-445d-ac3d-130575ac3b9e,011-120321-4,3,0.05,100
734,82,b1dd36fe-7fdd-4e52-9c19-365c5e845082,011-120321-4,3,0.05,100
923,83,d817aeb3-6c4f-4723-8d75-1a574d8c993e,011-120321-4,3,0.05,100
151,84,4f5d81c0-bb59-447b-8174-4e94ca8443f3,011-120321-5,3,0.05,100
221,85,dea6a3bd-4699-4794-acef-35930577dbf3,011-120321-5,3,0.05,100
243,86,ecb5a26d-329f-4e61-a4a2-ed846776ca92,011-120321-5,3,0.05,100
439,87,bf3bed41-f963-4766-b850-f29842144f00,011-120321-5,3,0.05,100
527,88,b04e790e-11cc-4438-a12f-2696205ffafe,011-120321-5,3,0.05,100
531,89,aabed976-2f35-4a33-9b4c-6ee684da60f1,011-120321-5,3,0.05,100
344,90,ddcd942e-caa2-4912-bd4c-734ca597014c,011-120321-6,3,0.05,100
465,91,99f92969-4f1f-4a8c-af9c-d89911ac284c,011-120321-6,3,0.05,100
467,92,d308947e-4a5c-4d26-be58-804627d6e245,011-120321-6,3,0.05,100
486,93,2dc77def-a263-4e0c-9fdc-782f0bf2b735,011-120321-6,3,0.05,100
499,94,8ebe65f7-1e86-4bcb-80b0-5349f631b18c,011-120321-6,3,0.05,100
